id_original,comuna,nombre_comuna,nombre_institucion,tipo_organizacion,codigo_dane,telefono,correo,direccion_original,estado,fecha_actualizacion,direccion_normalizada,consulta_geocodificacion,latitud,longitud,fuente_coordenadas,precision_geocodificacion
295.0,10,LA CANDELARIA,COL COMBOS COMUNIDAD EDUCATIVA DE BASE,IE,305001022518,5141672 5126251 5138168,comunicaciones@combosconvoz.org,CL 51 56 A 35,ACTIVO,2020.0,CL 51 56 A 35,"CL 51 56 A 35, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
296.0,10,LA CANDELARIA,COL EMPRESARIAL EDUCATIVO - CEMPED,IE,305001022666,5203450,mercadeo@cemped.edu.co,CL 56 N° 41 87,ACTIVO,2020.0,CL 56 N° 41 87,"CL 56 N° 41 87, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
297.0,10,LA CANDELARIA,C.E. DE CÓMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECÓPUTO,IE,305001025657,2162695,rectoriacindecomputo@gmail.com,CL 55 43 74,ACTIVO,2020.0,CL 55 43 74,"CL 55 43 74, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
298.0,10,LA CANDELARIA,CENT EDUC CASA MAMA MARGARITA,IE,305001017115,2182156 2172251,casamm@une.net.co,CL 48 39 58,ACTIVO,2020.0,CL 48 39 58,"CL 48 39 58, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
299.0,10,LA CANDELARIA,CENT DE DESARROLLO INTEGRADO - CENDI,IE,305001017361,2399815 3217588610,mercadeo1@cendi.edu.co,CR 42 49 59,ACTIVO,2020.0,CR 42 49 59,"CR 42 49 59, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
300.0,10,LA CANDELARIA,CORP ESC EMPRESARIAL DE EDUCACION,IE,305001022631,2172690,cee@une.net.co,CL 52 39 50,ACTIVO,2020.0,CL 52 39 50,"CL 52 39 50, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
301.0,10,LA CANDELARIA,COL NUEVO CERVANTES CONOCER,IE,305001024544,5406130,coordinacionacademica@nuevocervantes.edu.co,CL 49 43 30,ACTIVO,2020.0,CL 49 43 30,"CL 49 43 30, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
302.0,10,LA CANDELARIA,COL NUEVO CERVANTES CONOCER,IE,305001024544,2396262,coordinacionacademica@nuevocervantes.edu.co,CL 50 56 11,ACTIVO,2020.0,CL 50 56 11,"CL 50 56 11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
303.0,10,LA CANDELARIA,COL NAL DE CAPACITACIÓN ACADEMICA Y CULTURAL CENCAL,IE,305001800065,4442048,Sin registro,CL 56 41 155,ACTIVO,2020.0,CL 56 41 155,"CL 56 41 155, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
304.0,10,LA CANDELARIA,COL COMPUSOCIAL,IE,305001024609,5121666-3439800-3435155,Sin registro,CR 45    49 60,ACTIVO,2020.0,CR 45 49 60,"CR 45 49 60, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
305.0,10,LA CANDELARIA,CENTRO DE ESTUDIOS MULTITÉCNICO,IE,305001025568,2935559,info@multitecnico.edu.co,CR 47 53 45,ACTIVO,2020.0,CR 47 53 45,"CR 47 53 45, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
306.0,10,LA CANDELARIA,COL CREADORES DEL FUTURO,IE,305001020558,2391160-2528790,Sin registro,CL 47  41-31; CL 47  43-114; CRA 29  108-15,ACTIVO,2020.0,CL 47 41-31; CL 47 43-114; CR 29 108-15,"CL 47 41-31; CL 47 43-114; CR 29 108-15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
307.0,11,LAURELES - ESTADIO,INST EDUC MARCO FIDEL SUAREZ,IE,105001002119,3222822 EXT 101,iemarcofidelsuarezmedellin@gmail.com,CR 70 49 70,ACTIVO,2020.0,CR 70 49 70,"CR 70 49 70, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
308.0,11,LAURELES - ESTADIO,SEC ESC CUARTA BRIGADA,IE,105001002119,4218769,iemarcofidelsuarezmedellin@gmail.com,CL 53    76-267,ACTIVO,2020.0,CL 53 76-267,"CL 53 76-267, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
309.0,11,LAURELES - ESTADIO,SEC ESC CARLOS OBANDO VELASCO,IE,105001002119,2304985,iemarcofidelsuarezmedellin@gmail.com,CR 67A    42-24,ACTIVO,2020.0,CR 67A 42-24,"CR 67A 42-24, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
310.0,7,ROBLEDO,SEC ESC LA IGUANA,IE,105001002119,2606802,iemarcofidelsuarezmedellin@gmail.com,CL 59 65 75,ACTIVO,2020.0,CL 59 65 75,"CL 59 65 75, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
311.0,11,LAURELES - ESTADIO,INST EDUC LUCRECIO JARAMILLO VELEZ,IE,105001002461,4122939 Ext 11,direccionlucreciojaramillo@gmail.com,CR 79 38 59,ACTIVO,2020.0,CR 79 38 59,"CR 79 38 59, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
312.0,11,LAURELES - ESTADIO,SEC ESC AGRUPACION COLOMBIA,IE,105001002461,4119222,direccionlucreciojaramillo@gmail.com,CL 44A    75-68,ACTIVO,2020.0,CL 44A 75-68,"CL 44A 75-68, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
313.0,11,LAURELES - ESTADIO,INST EDUC MATER DEI,IE,105001002798,4361257,Sin registro,CR 68 42 70,ACTIVO,2020.0,CR 68 42 70,"CR 68 42 70, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
314.0,12,LA AMERICA,INST EDUC CRISTOBAL COLON,IE,105001001252,2532517 - 2536271,Sin registro,CL 38 92 93,ACTIVO,2020.0,CL 38 92 93,"CL 38 92 93, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
315.0,12,LA AMERICA,SEC ESC JARDIN INFANTIL # 2,IE,1050010111410,2536271,Sin registro,CL 37 92 24,INHABILITADO,2020.0,CL 37 92 24,"CL 37 92 24, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
316.0,12,LA AMERICA,INST EDUC LOLA GONZALEZ,IE,105001001490,5408160 EXT 104,informacion@lola.edu.co,CL 47 F 94 63,ACTIVO,2020.0,CL 47 F 94 63,"CL 47 F 94 63, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
317.0,12,LA AMERICA,SEC ESCUELA SANTA LUCIA,IE,105001001490,2341289,informacion@lola.edu.co,CR 89 A 47 DD 71,ACTIVO,2020.0,CR 89 A 47 DD 71,"CR 89 A 47 DD 71, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
318.0,12,LA AMERICA,INST EDUC RAFAEL URIBE URIBE,IE,105001002020,2508252,infoieraeluribe.edu.co,CR 82 42 C 58,ACTIVO,2020.0,CR 82 42 C 58,"CR 82 42 C 58, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
319.0,12,LA AMERICA,SEC ESC RAFAEL URIBE URIBE,IE,105001002020,2508012,infoieraeluribe.edu.co,CR 83  42C 54,ACTIVO,2020.0,CR 83 42C 54,"CR 83 42C 54, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
320.0,12,LA AMERICA,INST EDUC SAMUEL BARRIENTOS RESTREPO,IE,105001002526,2530779-2530780-2531437,ie.samuelbarrientos@medellin.gov.co,CL 44 94 119,ACTIVO,2020.0,CL 44 94 119,"CL 44 94 119, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
321.0,12,LA AMERICA,SEC ESC MONSEÑOR PERDOMO,IE,105001002526,2529888,ie.samuelbarrientos@medellin.gov.co,CLL 44 NO 97-14,ACTIVO,2020.0,CL 44 97-14,"CL 44 97-14, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
322.0,12,LA AMERICA,SEC ESC PIO XII,IE,105001002526,2531446,ie.samuelbarrientos@medellin.gov.co,CR 98    44-52,ACTIVO,2020.0,CR 98 44-52,"CR 98 44-52, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
323.0,12,LA AMERICA,INST EDUC FRANCISCO ANTONIO ZEA,IE,105001002895,4122361,Sin registro,CR 82 35 40,ACTIVO,2020.0,CR 82 35 40,"CR 82 35 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
324.0,12,LA AMERICA,SEC ESC PEDRO DE CASTRO,IE,105001002895,2538107,Sin registro,CL 40    86A-101,ACTIVO,2020.0,CL 40 86A-101,"CL 40 86A-101, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
325.0,12,LA AMERICA,INST EDUC LA PIEDAD,IE,105001002976,2347999,ie.lapiedad@medellin.gov.co,CR 81 54 71,ACTIVO,2020.0,CR 81 54 71,"CR 81 54 71, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
326.0,12,LA AMERICA,INST EDUC SANTA ROSA DE LIMA,IE,105001003387,4122537/2508083 EXT 103-105,isrlima@gmail.com,CL 45 G 80 95,ACTIVO,2020.0,CL 45 G 80 95,"CL 45 G 80 95, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
327.0,13,SAN JAVIER,SEC ESC LA PRADERA,IE,105001003387,2528123,isrlima@gmail.com,CR 97A NO 49A-15,ACTIVO,2020.0,CR 97A 49A-15,"CR 97A 49A-15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
328.0,13,SAN JAVIER,SEC ESC REPUBLICA DE PANAMA,IE,105001003387,2340776,isrlima@gmail.com,CR 88 NO 49DD-70,ACTIVO,2020.0,CR 88 49DD-70,"CR 88 49DD-70, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
329.0,12,LA AMERICA,INST EDUC CONCEJO DE MEDELLIN,IE,105001006980,4119115,Sin registro,CR 82 47 A 65,ACTIVO,2020.0,CR 82 47 A 65,"CR 82 47 A 65, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
330.0,12,LA AMERICA,SEC ESC PICHINCHA,IE,105001006980,4119245,Sin registro,CR 86    45B-17,ACTIVO,2020.0,CR 86 45B-17,"CR 86 45B-17, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
331.0,12,LA AMERICA,SEC ESC CLODOMIRO RAMIREZ,IE,105001006980,4211148,Sin registro,CR 89A    47B-39,ACTIVO,2020.0,CR 89A 47B-39,"CR 89A 47B-39, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
332.0,13,SAN JAVIER,INST EDUC BENEDIKTA ZUR NIEDEN,IE,105001007188,4967376,info@benedikta.edu.co,CR 95    42C-02,ACTIVO,2020.0,CR 95 42C-02,"CR 95 42C-02, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
333.0,12,LA AMERICA,INST EDUC AMERICA,IE,105001011886,4922122-4961277-4922111,Sin registro,CL 34 EE 91 20,ACTIVO,2020.0,CL 34 EE 91 20,"CL 34 EE 91 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
334.0,13,SAN JAVIER,SEC ESC BETANIA,IE,105001011886,2531582,Sin registro,KR 110 A 34 82,ACTIVO,2020.0,KR 110 A 34 82,"KR 110 A 34 82, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
335.0,Sin registro,Sin registro,SEC ESC MONSEÑOR PERDOMO,IE,105001002526,2529888,Sin registro,CL 44    97-14,Sin registro,2020.0,CL 44 97-14,"CL 44 97-14, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
336.0,Sin registro,Sin registro,SEC ESC PIO XII,IE,105001002526,2531446,Sin registro,CR 98    44-52,Sin registro,2020.0,CR 98 44-52,"CR 98 44-52, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
337.0,Sin registro,Sin registro,SEC ESC REPUBLICA DE PANAMA,IE,105001003387,2340776,Sin registro,CR 88    49DD-70,Sin registro,2020.0,CR 88 49DD-70,"CR 88 49DD-70, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
338.0,Sin registro,Sin registro,SEC ESC LA PRADERA,IE,105001003387,2528123,Sin registro,CR 97A    49A-15,Sin registro,2020.0,CR 97A 49A-15,"CR 97A 49A-15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
339.0,13,SAN JAVIER,INST EDUC JUAN XXIII,IE,105001006556,4461100-4461090,Sin registro,CL 49 96 A 11,ACTIVO,2020.0,CL 49 96 A 11,"CL 49 96 A 11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
340.0,Sin registro,Sin registro,SEC ESC BETANIA,IE,105001011886,2531582,Sin registro,CR 110A  34 82,Sin registro,2020.0,CR 110A 34 82,"CR 110A 34 82, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
341.0,13,SAN JAVIER,INST EDUC PERPETUO SOCORRO,IE,105001000809,2539037,Sin registro,CR 92 34 D 53,ACTIVO,2020.0,CR 92 34 D 53,"CR 92 34 D 53, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
342.0,13,SAN JAVIER,INST EDUC CARLOS VIECO ORTIZ,IE,105001001881,2532504,ie.carlosviecoortiz@medellin.gov.co,CL 40 105 36,ACTIVO,2020.0,CL 40 105 36,"CL 40 105 36, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
343.0,13,SAN JAVIER,SEC ESC JUAN DE DIOS ARANZAZU,IE,105001001881,2530160,ie.carlosviecoortiz@medellin.gov.co,CL 42    105-42,ACTIVO,2020.0,CL 42 105-42,"CL 42 105-42, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
344.0,13,SAN JAVIER,SEC ESC MUNICIPAL SAN JAVIER,IE,105001001881,2533170,ie.carlosviecoortiz@medellin.gov.co,CR 108 39 D 07,ACTIVO,2020.0,CR 108 39 D 07,"CR 108 39 D 07, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
345.0,13,SAN JAVIER,SEC ESC VEINTE DE JULIO,IE,105001001881,2520596,ie.carlosviecoortiz@medellin.gov.co,CR 106 38 40,ACTIVO,2020.0,CR 106 38 40,"CR 106 38 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
346.0,13,SAN JAVIER,INST EDUC EDUARDO SANTOS,IE,105001015172,4920920,rectoria@iedeboraarango.edu.co,CL 43 120 C 77,ACTIVO,2020.0,CL 43 120 C 77,"CL 43 120 C 77, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
347.0,13,SAN JAVIER,SEC ESC PEDRO J GOMEZ,IE,105001015172,2536425,rectoria@iedeboraarango.edu.co,CR 118    39DA-95,ACTIVO,2020.0,CR 118 39DA-95,"CR 118 39DA-95, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
348.0,13,SAN JAVIER,INST EDUC STELLA VELEZ LONDOÑO,IE,105001019011,4927513/4921275/4922768/T3734927192,comunicaciones@iestellavelez.edu.co,CL 48 DD 99D 99,ACTIVO,2020.0,CL 48 DD 99D 99,"CL 48 DD 99D 99, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
349.0,13,SAN JAVIER,INST EDUC LA INDEPENDENCIA,IE,105001021199,4929808,ie.laindepencia@hotmail.com,CL 39 D 112 81 IN 105,ACTIVO,2020.0,CL 39 D 112 81 IN 105,"CL 39 D 112 81 IN 105, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
350.0,13,SAN JAVIER,SEC ESC AMOR AL NIÑO,IE,105001021199,2531283,ie.laindepencia@hotmail.com,CR 115    39BD -06,ACTIVO,2020.0,CR 115 39BD -06,"CR 115 39BD -06, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
351.0,13,SAN JAVIER,SEC ESC REFUGIO DEL NIÑO,IE,105001021199,4964993,ie.laindepencia@hotmail.com,CR 114    36C-61,ACTIVO,2020.0,CR 114 36C-61,"CR 114 36C-61, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
352.0,70,ALTAVISTA,INST EDUC EL CORAZÓN,IE,105001026352,2523404,Sin registro,CR 116 F 34 A 131,ACTIVO,2020.0,CR 116 F 34 A 131,"CR 116 F 34 A 131, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
353.0,13,SAN JAVIER,SEC ESC EL CORAZON,IE,105001026352,2535611,Sin registro,CL 34B    116D-25,ACTIVO,2020.0,CL 34B 116D-25,"CL 34B 116D-25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
354.0,13,SAN JAVIER,INST EDUC BLANQUIZAL,IE,105001026689,4383053,ieblanquizal@gmail.com,CR 92DD    57F 41,ACTIVO,2020.0,CR 92DD 57F 41,"CR 92DD 57F 41, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
355.0,13,SAN JAVIER,INST EDUC FUNDADORES,IE,105001026697,2528045,Sin registro,CR 101   47C 85,ACTIVO,2020.0,CR 101 47C 85,"CR 101 47C 85, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
356.0,13,SAN JAVIER,SEC ESC EL SOCORRO,IE,105001026697,2526216,Sin registro,CR 102B    47B-32,ACTIVO,2020.0,CR 102B 47B-32,"CR 102B 47B-32, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
357.0,13,SAN JAVIER,COL EL HOGAR DE SU NIÑO,IE,305001005893,4965188,Sin registro,CL 45 99 25,ACTIVO,2020.0,CL 45 99 25,"CL 45 99 25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
358.0,13,SAN JAVIER,COL ARENYS DEL MAR,IE,305001017298,4383122,arenyscolegio@hotmail.com,CL 58D    93A 87,ACTIVO,2020.0,CL 58D 93A 87,"CL 58D 93A 87, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
359.0,15,GUAYABAL,INST EDUC SANTA CATALINA DE SIENA,IE,105001001716,3541437 - 2667989,ie.santacatalina@medellin.gov.co,CL 1 # 29 - 300,ACTIVO,2020.0,CL 1 # 29 - 300,"CL 1 # 29 - 300, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
360.0,14,POBLADO,INST EDUC INEM JOSE FELIX DE RESTREPO,IE,105001013340,2663443/2664600,inemjose@inemjose.edu.co,CR 48 1 125,Sin registro,2020.0,CR 48 1 125,"CR 48 1 125, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
361.0,14,POBLADO,SEC ESC JESUS RESTREPO VILLA,IE,105001013340,3171291,inemjose@inemjose.edu.co,CL 20 SUR 25 B 91,INHABILITADO,2020.0,CL 20 SUR 25 B 91,"CL 20 SUR 25 B 91, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
362.0,14,POBLADO,SEC ESC GUILLERMO ECHAVARRIA MISAS,IE,105001013340,3112578,inemjose@inemjose.edu.co,CR 43B   9 61,ACTIVO,2020.0,CR 43B 9 61,"CR 43B 9 61, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
363.0,12,LA AMERICA,COL LATINO,IE,305001005265,4447559,Sin registro,KR 86 A 34 A 64,ACTIVO,2020.0,KR 86 A 34 A 64,"KR 86 A 34 A 64, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
364.0,15,GUAYABAL,INST EDUC JOSE ACEVEDO Y GOMEZ,IE,105001000396,"2552996, 2853667, 2853736",Sin registro,CL 8 SUR 52 B 72,ACTIVO,2020.0,CL 8 SUR 52 B 72,"CL 8 SUR 52 B 72, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
365.0,15,GUAYABAL,SEC ESC GABRIELA MISTRAL,IE,105001000396,2551446,Sin registro,CL 10SUR    52-09,ACTIVO,2020.0,CL 10SUR 52-09,"CL 10SUR 52-09, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
366.0,15,GUAYABAL,SEC ESC LA COLINA,IE,105001000396,2550356,Sin registro,CR 52C    12ASUR-23,ACTIVO,2020.0,CR 52C 12ASUR-23,"CR 52C 12ASUR-23, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
367.0,15,GUAYABAL,SEC ESC REPUBLICA DE COSTA RICA,IE,105001000396,2852538,Sin registro,CR 52    7SUR-23,ACTIVO,2020.0,CR 52 7SUR-23,"CR 52 7SUR-23, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
368.0,15,GUAYABAL,INST EDUC LA SALLE DE CAMPOAMOR,IE,105001000485,2851571,Sin registro,CR 65 B 4 49,ACTIVO,2020.0,CR 65 B 4 49,"CR 65 B 4 49, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
369.0,15,GUAYABAL,INST EDUC BENJAMIN HERRERA,IE,105001002071,2653004,contacto@benjaminherreramedellin.edu.co,CL 25 52 140,ACTIVO,2020.0,CL 25 52 140,"CL 25 52 140, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
370.0,15,GUAYABAL,SEC ESC SANTISIMA TRINIDAD,IE,105001002071,2353435,Sin registro,CL 26    65B-100,ACTIVO,2020.0,CL 26 65B-100,"CL 26 65B-100, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
371.0,15,GUAYABAL,INST EDUC CRISTO REY,IE,105001002496,2850778-2850798,academica@inscrey.edu.co,CL 2 SUR 50 D 30,ACTIVO,2020.0,CL 2 SUR 50 D 30,"CL 2 SUR 50 D 30, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
372.0,15,GUAYABAL,SEC ESC CRISTO REY-APOLO,IE,105001010740,2556549,Sin registro,CARRERA 50G 3SUR 34,ACTIVO,2020.0,CR 50G 3SUR 34,"CR 50G 3SUR 34, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
373.0,15,GUAYABAL,INST EDUC LA PRESENTACION,IE,105001004472,2555481-3615509,Sin registro,CL 7 56 8,ACTIVO,2020.0,CL 7 56 8,"CL 7 56 8, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
374.0,15,GUAYABAL,INST EDUC SANTO ANGEL,IE,105001004791,2853623,Sin registro,CL 2 SUR 53 140,ACTIVO,2020.0,CL 2 SUR 53 140,"CL 2 SUR 53 140, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
375.0,15,GUAYABAL,INST EDUC OCTAVIO CALDERON MEJIA,IE,105001007421,3615754,ie.octaviocalderon@medellin.gov.co,CR 58 7 157,ACTIVO,2020.0,CR 58 7 157,"CR 58 7 157, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
376.0,15,GUAYABAL,INST EDUC SANTOS ANGELES CUSTODIOS,IE,105001010367,2357397,ie.santosangelescust@gmail.com,CL 16 A 65 G 4,ACTIVO,2020.0,CL 16 A 65 G 4,"CL 16 A 65 G 4, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
377.0,15,GUAYABAL,SEC ESC JUAN PABLO II,IE,105001010367,2356452,Sin registro,CR 65G    16A-12,ACTIVO,2020.0,CR 65G 16A-12,"CR 65G 16A-12, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
378.0,16,BELEN,INST EDUC REPUBLICA DE VENEZUELA,IE,105001000868,2388255,ie.republicadenenezu@medellin.gov.co,Cl 31 C Nº 89 C 62,ACTIVO,2020.0,CL 31 C Nº 89 C 62,"CL 31 C Nº 89 C 62, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
379.0,16,BELEN,INST EDUC SAN ROBERTO BELARMINO,IE,105001002003,2562097/2560140,sanrobertobelarmino@gmail.com,CL 32 B 83 39,ACTIVO,2020.0,CL 32 B 83 39,"CL 32 B 83 39, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
380.0,16,BELEN,INST EDUC FATIMA NUTIBARA,IE,105001003123,2354351 - 2655463,institucional@iefatimanutibara.edu.co,CR 65 A 32 B 120,ACTIVO,2020.0,CR 65 A 32 B 120,"CR 65 A 32 B 120, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
381.0,16,BELEN,SEC SOFIA OSPINA DE NAVARRO,IE,105001002518,2655463 3513394,Sin registro,CL 32    65-20,ACTIVO,2020.0,CL 32 65-20,"CL 32 65-20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
382.0,16,BELEN,INST EDUC ROSALIA SUAREZ,IE,105001003450,2389831/3530544,Sin registro,CALLE 30 A 80 18,ACTIVO,2020.0,CL 30 A 80 18,"CL 30 A 80 18, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
383.0,16,BELEN,SEC ESC MUNICIPAL BELEN,IE,105001019879,2389831,Sin registro,CALLE 30 A 80 18,ACTIVO,2020.0,CL 30 A 80 18,"CL 30 A 80 18, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
384.0,16,BELEN,INST EDUC PEDRO OCTAVIO AMADO,IE,105001006181,2385168/2569394,Sin registro,CR 88 A 18 A 5,ACTIVO,2020.0,CR 88 A 18 A 5,"CR 88 A 18 A 5, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
385.0,16,BELEN,INST EDUC RAMON GIRALDO CEBALLOS,IE,105001000493,3411830/3472585,Sin registro,CR 82 A 21 15,ACTIVO,2020.0,CR 82 A 21 15,"CR 82 A 21 15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
386.0,16,BELEN,INST EDUC HORACIO MUÑOZ SUESCUN,IE,105001011606,2381265,ie.horaciomunoz@medellin.gov.co,CL 32 86 35,ACTIVO,2020.0,CL 32 86 35,"CL 32 86 35, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
387.0,16,BELEN,SEC ESC SAN PABLO,IE,105001002741,2564182,Sin registro,CR 102 Nº 31 B 28,ACTIVO,2020.0,CR 102 Nº 31 B 28,"CR 102 Nº 31 B 28, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
388.0,16,BELEN,INST EDUC JUAN MARIA CESPEDES,IE,105001012106,3414468-3224192,Sin registro,CL 32 B 76 A 48,ACTIVO,2020.0,CL 32 B 76 A 48,"CL 32 B 76 A 48, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
389.0,16,BELEN,SEC ESC LAS PLAYAS,IE,105001800163,2565476,Sin registro,CL 10 76 20,ACTIVO,2020.0,CL 10 76 20,"CL 10 76 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
390.0,16,BELEN,INST EDUC JOSE MARIA BERNAL,IE,105001000132,3432086/3454793,Sin registro,CR 70 A 13 A 19,ACTIVO,2020.0,CR 70 A 13 A 19,"CR 70 A 13 A 19, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
391.0,16,BELEN,INST EDUC ANTONIO RICAURTE,IE,105001001023,2384910-3532402,ie.antonioricaurte@hotmail.com,CR 80 # 2-11,ACTIVO,2020.0,CR 80 # 2-11,"CR 80 # 2-11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
392.0,16,BELEN,INST EDUC YERMO Y PARRES,IE,105001001635,3471590 - 3433208,Sin registro,CL 28 77 84,ACTIVO,2020.0,CL 28 77 84,"CL 28 77 84, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
393.0,16,BELEN,SEC ESC CARLOS FRANCO,IE,105001001171,3432833,Sin registro,CL 23 78 48,ACTIVO,2020.0,CL 23 78 48,"CL 23 78 48, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
394.0,16,BELEN,SEC ESC GUILLERMO VALENCIA,IE,105001002372,2560941,Sin registro,CR 77 25 67,ACTIVO,2020.0,CR 77 25 67,"CR 77 25 67, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
395.0,16,BELEN,INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY,IE,105001003271,3432569/3435934,secretariaoh@gmail.com,CL 17 73 37,ACTIVO,2020.0,CL 17 73 37,"CL 17 73 37, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
